,n,const,sum,prod,polin,polin_horn,bub_sort,quick_sort,timsort
217,218,0.0,0.0,0.0,0.0005999565124511719,0.0,0.0014004230499267579,0.0028007030487060547,0.001200246810913086
218,219,0.0,0.0,0.0,0.0008334159851074219,0.0,0.0013672351837158204,0.0028005123138427736,0.0012002944946289062
219,220,0.0,0.0,0.0,0.0008003711700439453,0.0,0.0014000415802001953,0.002802610397338867,0.001143646240234375
220,221,0.0,0.0001979827880859375,0.0,0.0006021499633789062,0.0,0.0016003131866455078,0.0034008026123046875,0.001400327682495117
221,222,0.0,0.0,0.0,0.0008002758026123047,0.0,0.0014003753662109376,0.003398752212524414,0.001402139663696289
222,223,0.0,0.0,0.0,0.0008002281188964844,0.0,0.001398324966430664,0.0034009933471679686,0.0012004375457763672
223,224,0.0,0.0,0.0,0.0007997035980224609,0.0,0.0014003753662109376,0.0030010223388671877,0.002200460433959961
224,225,0.0,0.0,0.0,0.0010001659393310547,0.0,0.0018004894256591797,0.0030007362365722656,0.0012006282806396485
225,226,0.0,0.00019969940185546876,0.0,0.0005997657775878906,0.0,0.0014002323150634766,0.0030007362365722656,0.001200246810913086
226,227,0.0,0.0,0.00020012855529785156,0.0006000518798828125,0.0,0.0014002799987792968,0.004000997543334961,0.001200103759765625
227,228,0.0,0.0,0.0,0.0006002426147460937,0.0,0.0014002323150634766,0.003000688552856445,0.001200246810913086
228,229,0.0,0.0,0.00020051002502441406,0.00059967041015625,0.00020022392272949218,0.0014001846313476563,0.003000640869140625,0.0014023303985595704
229,230,0.0,0.0,0.0,0.0005982398986816406,0.00019998550415039061,0.0014002799987792968,0.0032027721405029296,0.001200246810913086
230,231,0.0,0.0,0.0,0.0007982730865478515,0.0,0.0014022350311279296,0.0032007694244384766,0.0012003421783447266
231,232,0.0,0.0,0.0,0.0007981300354003906,0.0,0.0016023635864257813,0.002998638153076172,0.0014001846313476563
232,233,0.0,0.0,0.0,0.0006003379821777344,0.00020022392272949218,0.0013999462127685547,0.00320286750793457,0.0011982440948486329
233,234,0.0,0.0,0.0002002716064453125,0.0006000995635986328,0.0,0.001600170135498047,0.0032006263732910155,0.0014004707336425781
234,235,0.0,0.0,0.0,0.0006000995635986328,0.0,0.00140228271484375,0.0032009601593017576,0.0011981010437011718
235,236,0.0,0.0,0.00020008087158203126,0.0006000518798828125,0.0,0.0016023635864257813,0.003262948989868164,0.001203155517578125
236,237,0.0,0.00020008087158203126,0.0,0.0006002426147460937,0.0,0.0017349720001220703,0.0032029151916503906,0.0014000892639160155
237,238,0.0,0.0,0.0,0.000800180435180664,0.0,0.001598501205444336,0.003400707244873047,0.0012002944946289062
238,239,0.0,0.0,0.0,0.0006018638610839844,0.00020003318786621094,0.001598501205444336,0.0034008026123046875,0.0012021064758300781
239,240,0.0,0.0,0.00020003318786621094,0.0006001949310302735,0.0,0.001600503921508789,0.0034027099609375,0.001400327682495117
240,241,0.0,0.0,0.0,0.0007982730865478515,0.0,0.001802349090576172,0.003600788116455078,0.001398324966430664
